sentence_id,token,tag
1117,Therapy,B-SKILL
1117,sessions,O
1117,for,O
1117,patients,O
1117,recovery,O
1117,.,O
1118,Applied,O
1118,Pharmacology,B-SKILL
1118,knowledge,O
1118,to,O
1118,Medication,O
1118,Administration,B-SKILL
1118,and,O
1118,drug,O
1118,interactions,O
1118,monitoring,O
1118,for,O
1118,patient,O
1118,safety,O
1118,.,O
1119,Managed,O
1119,Oncology,B-SKILL
1119,care,O
1119,for,O
1119,cancer,B-SKILL
1119,patients,O
1119,with,O
1119,compassion,O
1119,and,O
1119,advanced,O
1119,treatment,O
1119,options,O
1119,.,O
1120,Ensured,O
1120,Infection,O
1120,Control,B-SKILL
1120,practices,O
1120,were,O
1120,followed,O
1120,during,O
1120,Radiology,O
1120,Procedures,B-SKILL
1120,to,O
1120,prevent,O
1120,spread,O
1120,of,O
1120,pathogens,O
1120,.,O
1121,Coordinated,O
1121,with,O
1121,the,O
1121,healthcare,B-SKILL
1121,team,O
1121,to,O
1121,provide,O
1121,Diabetes,O
1121,Care,B-SKILL
1121,and,O
1121,specialized,O
1121,treatment,O
1121,plans,O
1121,for,O
1121,diabetic,B-SKILL
1121,patients,O
1121,.,O
1122,Assisted,O
1122,in,O
1122,Obstetrics,B-SKILL
1122,and,O
1122,Gynecology,B-SKILL
1122,surgeries,O
1122,by,O
1122,adhering,O
1122,to,O
1122,surgical,B-SKILL
1122,protocols,O
1122,and,O
1122,safety,O
1122,measures,O
1122,.,O
1123,Performed,O
1123,Geriatric,B-SKILL
1123,care,O
1123,assessments,O
1123,and,O
1123,developed,O
1123,personalized,O
1123,care,O
1123,plans,O
1123,for,O
1123,elderly,O
1123,patients,O
1123,.,O
1124,Provided,O
1124,Basic,O
1124,Life,O
1124,Support,B-SKILL
1124,and,O
1124,Advanced,O
1124,Cardiac,O
1124,Life,O
1124,Support,B-SKILL
1124,during,O
1124,Emergency,O
1124,Response,B-SKILL
1124,situations,O
1124,.,O
1125,Implemented,O
1125,Public,O
1125,Health,O
1125,Promotion,B-SKILL
1125,campaigns,O
1125,to,O
1125,educate,O
1125,the,O
1125,community,O
1125,on,O
1125,preventive,O
1125,healthcare,B-SKILL
1125,measures,O
1125,.,O
1126,Managed,O
1126,Chronic,O
1126,Disease,O
1126,Management,B-SKILL
1126,programs,O
1126,to,O
1126,support,O
1126,patients,O
1126,with,O
1126,long-term,O
1126,health,B-SKILL
1126,conditions,O
1126,.,O
1127,Conducted,O
1127,Pediatric,B-SKILL
1127,care,O
1127,assessments,O
1127,and,O
1127,administered,O
1127,Pediatric,B-SKILL
1127,medications,O
1127,as,O
1127,needed,O
1127,for,O
1127,young,O
1127,patients,O
1127,.,O
1128,Performed,O
1128,Telemedicine,B-SKILL
1128,consultations,O
1128,to,O
1128,provide,O
1128,remote,O
1128,healthcare,B-SKILL
1128,services,O
1128,to,O
1128,patients,O
1128,in,O
1128,rural,O
1128,areas,O
1128,.,O
1129,Implemented,O
1129,Rehabilitation,O
1129,Techniques,B-SKILL
1129,and,O
1129,Rehabilitation,B-SKILL
1129,programs,O
1129,to,O
1129,aid,O
1129,in,O
1129,patient,O
1129,recovery,O
1129,and,O
1129,mobility,O
1129,improvement,O
1129,.,O
1130,Utilized,O
1130,Healthcare,O
1130,Data,O
1130,Analysis,B-SKILL
1130,tools,O
1130,to,O
1130,evaluate,O
1130,patient,O
1130,outcomes,O
1130,and,O
1130,inform,O
1130,evidence-based,B-SKILL
1130,practice,O
1130,decisions,O
1130,.,O
1131,Assisted,O
1131,in,O
1131,Surgical,O
1131,Assistance,B-SKILL
1131,by,O
1131,preparing,O
1131,operating,O
1131,rooms,O
1131,and,O
1131,ensuring,O
1131,adherence,O
1131,to,O
1131,surgical,B-SKILL
1131,protocols,O
1131,.,O
1132,Performed,O
1132,Obstetrics,B-SKILL
1132,and,O
1132,Gynecology,B-SKILL
1132,procedures,O
1132,under,O
1132,the,O
1132,guidance,O
1132,of,O
1132,experienced,O
1132,practitioners,O
1132,.,O
1133,Managed,O
1133,Mental,O
1133,Health,O
1133,Counseling,B-SKILL
1133,sessions,O
1133,for,O
1133,patients,O
1133,with,O
1133,diverse,O
1133,psychiatric,B-SKILL
1133,conditions,O
1133,for,O
1133,mental,O
1133,health,B-SKILL
1133,support,O
1133,.,O
1134,Coordinated,O
1134,Physical,O
1134,Therapy,B-SKILL
1134,and,O
1134,Occupational,O
1134,Therapy,B-SKILL
1134,sessions,O
1134,for,O
1134,patients,O
1134,undergoing,O
1134,rehabilitation,O
1134,for,O
1134,optimal,O
1134,recovery,O
1134,.,O
1135,Administered,O
1135,Medication,B-SKILL
1135,and,O
1135,monitored,O
1135,IV,O
1135,Therapy,B-SKILL
1135,for,O
1135,patients,O
1135,in,O
1135,critical,O
1135,care,O
1135,settings,O
1135,.,O
1136,Provided,O
1136,Public,O
1136,Health,O
1136,Promotion,B-SKILL
1136,education,O
1136,to,O
1136,communities,O
1136,to,O
1136,raise,O
1136,awareness,O
1136,of,O
1136,healthcare,B-SKILL
1136,practices,O
1136,and,O
1136,disease,O
1136,prevention,O
1136,.,O
1137,Managed,O
1137,Chronic,O
1137,Disease,O
1137,Management,B-SKILL
1137,programs,O
1137,to,O
1137,support,O
1137,patients,O
1137,in,O
1137,managing,O
1137,long-term,O
1137,health,B-SKILL
1137,conditions,O
1137,.,O
1138,Conducted,O
1138,Pediatric,B-SKILL
1138,care,O
1138,assessments,O
1138,and,O
1138,administered,O
1138,Pediatric,B-SKILL
1138,medications,O
1138,to,O
1138,young,O
1138,patients,O
1138,under,O
1138,supervision,O
1138,.,O
1139,Performed,O
1139,Telemedicine,B-SKILL
1139,consultations,O
1139,to,O
1139,deliver,O
1139,remote,O
1139,healthcare,B-SKILL
1139,services,O
1139,to,O
1139,patients,O
1139,in,O
1139,underserved,O
1139,areas,O
1139,.,O
1140,Implemented,O
1140,Rehabilitation,O
1140,Techniques,B-SKILL
1140,and,O
1140,Rehabilitation,B-SKILL
1140,programs,O
1140,to,O
1140,aid,O
1140,in,O
1140,patient,O
1140,recovery,O
1140,and,O
1140,improve,O
1140,mobility,O
1140,.,O
1141,Utilized,O
1141,Healthcare,O
1141,Data,O
1141,Analysis,B-SKILL
1141,tools,O
1141,to,O
1141,analyze,O
1141,patient,O
1141,outcomes,O
1141,and,O
1141,guide,O
1141,evidence-based,B-SKILL
1141,practice,O
1141,decisions,O
1141,.,O
1142,Assisted,O
1142,in,O
1142,Surgical,O
1142,Assistance,B-SKILL
1142,by,O
1142,setting,O
1142,up,O
1142,operating,O
1142,rooms,O
1142,and,O
1142,ensuring,O
1142,adherence,O
1142,to,O
1142,surgical,B-SKILL
1142,protocols,O
1142,.,O
1143,Performed,O
1143,Obstetrics,B-SKILL
1143,and,O
1143,Gynecology,B-SKILL
1143,procedures,O
1143,with,O
1143,guidance,O
1143,from,O
1143,experienced,O
1143,healthcare,B-SKILL
1143,professionals,O
1143,.,O
1144,Managed,O
1144,Mental,O
1144,Health,O
1144,Counseling,B-SKILL
1144,sessions,O
1144,for,O
1144,patients,O
1144,with,O
1144,various,O
1144,psychiatric,B-SKILL
1144,conditions,O
1144,to,O
1144,provide,O
1144,mental,O
1144,health,B-SKILL
1144,support,O
1144,.,O
1145,Coordinated,O
1145,Physical,O
1145,Therapy,B-SKILL
1145,and,O
1145,Occupational,O
1145,Therapy,B-SKILL
1145,sessions,O
1145,for,O
1145,patients,O
1145,in,O
1145,rehabilitation,O
1145,to,O
1145,facilitate,O
1145,optimal,O
1145,recovery,O
1145,.,O
1146,Administered,O
1146,Medication,B-SKILL
1146,and,O
1146,monitored,O
1146,IV,O
1146,Therapy,B-SKILL
1146,for,O
1146,critically,O
1146,ill,O
1146,patients,O
1146,in,O
1146,specialized,O
1146,care,O
1146,settings,O
1146,.,O
1147,Provided,O
1147,Public,O
1147,Health,O
1147,Promotion,B-SKILL
1147,education,O
1147,to,O
1147,local,O
1147,communities,O
1147,to,O
1147,promote,O
1147,healthy,O
1147,practices,O
1147,and,O
1147,disease,O
1147,prevention,O
1147,.,O
1148,Managed,O
1148,Chronic,O
1148,Disease,O
1148,Management,B-SKILL
1148,programs,O
1148,to,O
1148,assist,O
1148,patients,O
1148,in,O
1148,managing,O
1148,chronic,O
1148,health,B-SKILL
1148,conditions,O
1148,effectively,O
1148,.,O
1149,Conducted,O
1149,Pediatric,B-SKILL
1149,care,O
1149,assessments,O
1149,and,O
1149,administered,O
1149,Pediatric,B-SKILL
1149,medications,O
1149,to,O
1149,young,O
1149,patients,O
1149,with,O
1149,care,O
1149,and,O
1149,supervision,O
1149,.,O
1150,Performed,O
1150,Telemedicine,B-SKILL
1150,consultations,O
1150,to,O
1150,provide,O
1150,remote,O
1150,healthcare,B-SKILL
1150,services,O
1150,to,O
1150,patients,O
1150,in,O
1150,remote,O
1150,areas,O
1150,.,O
1151,Proficient,O
1151,in,O
1151,Java,B-SKILL
1151,Development,I-SKILL
1151,and,O
1151,experienced,O
1151,in,O
1151,building,O
1151,scalable,O
1151,web,O
1151,applications,O
1151,.,O
1152,Utilized,O
1152,Docker,B-TOOL
1152,for,O
1152,containerizing,O
1152,applications,O
1152,and,O
1152,deploying,O
1152,them,O
1152,on,O
1152,Kubernetes,B-SKILL
1152,clusters,I-SKILL
1152,.,O
1153,Implemented,O
1153,Agile,B-SKILL
1153,methodology,I-SKILL
1153,to,O
1153,enhance,O
1153,project,O
1153,delivery,O
1153,efficiency,O
1153,and,O
1153,collaboration,O
1153,among,O
1153,team,O
1153,members,O
1153,.,O
1154,Developed,O
1154,REST,B-SKILL
1154,APIs,I-SKILL
1154,using,O
1154,Django,B-SKILL
1154,framework,I-SKILL
1154,and,O
1154,integrated,O
1154,them,O
1154,with,O
1154,a,O
1154,GraphQL,B-SKILL
1154,server,I-SKILL
1154,.,O
1155,Experienced,O
1155,in,O
1155,cybersecurity,B-SKILL
1155,practices,O
1155,and,O
1155,conducting,O
1155,regular,O
1155,penetration,B-SKILL
1155,testing,I-SKILL
1155,to,O
1155,ensure,O
1155,network,O
1155,security,O
1155,.,O
1156,Utilized,O
1156,Apache,B-TOOL
1156,Spark,I-TOOL
1156,for,O
1156,processing,O
1156,large,O
1156,datasets,O
1156,and,O
1156,implementing,O
1156,machine,B-SKILL
1156,learning,I-SKILL
1156,algorithms,O
1156,.,O
1157,Collaborated,O
1157,with,O
1157,the,O
1157,DevOps,B-SKILL
1157,team,I-SKILL
1157,to,O
1157,automate,O
1157,CI/CD,B-SKILL
1157,pipelines,I-SKILL
1157,using,O
1157,Jenkins,B-TOOL
1157,and,O
1157,Ansible,B-TOOL
1157,.,O
1158,Proficient,O
1158,in,O
1158,React.js,B-SKILL
1158,development,O
1158,and,O
1158,building,O
1158,interactive,O
1158,user,O
1158,interfaces,O
1158,for,O
1158,various,O
1158,web,O
1158,applications,O
1158,.,O
1159,Employed,O
1159,AWS,B-TOOL
1159,CloudFormation,I-TOOL
1159,for,O
1159,provisioning,O
1159,infrastructure,O
1159,as,O
1159,code,O
1159,and,O
1159,managing,O
1159,resources,O
1159,in,O
1159,the,O
1159,cloud,O
1159,.,O
1160,Demonstrated,O
1160,expertise,O
1160,in,O
1160,mobile,B-SKILL
1160,app,I-SKILL
1160,development,O
1160,by,O
1160,creating,O
1160,innovative,O
1160,solutions,O
1160,for,O
1160,both,O
1160,iOS,B-SKILL
1160,and,O
1160,Android,B-SKILL
1160,platforms,I-SKILL
1160,.,O
1161,Integrated,O
1161,Redis,B-TOOL
1161,as,O
1161,a,O
1161,caching,O
1161,mechanism,O
1161,in,O
1161,a,O
1161,microservices,B-SKILL
1161,architecture,I-SKILL
1161,to,O
1161,improve,O
1161,system,O
1161,performance,O
1161,.,O
1162,Utilized,O
1162,Git,B-TOOL
1162,for,O
1162,version,O
1162,control,O
1162,and,O
1162,collaborated,O
1162,with,O
1162,team,O
1162,members,O
1162,on,O
1162,GitHub,B-TOOL
1162,repositories,O
1162,for,O
1162,project,O
1162,management,O
1162,.,O
1163,Implemented,O
1163,data,B-SKILL
1163,visualization,I-SKILL
1163,techniques,O
1163,using,O
1163,Tableau,B-TOOL
1163,to,O
1163,create,O
1163,informative,O
1163,dashboards,O
1163,for,O
1163,business,O
1163,stakeholders,O
1163,.,O
1164,Experienced,O
1164,in,O
1164,software,B-SKILL
1164,architecture,I-SKILL
1164,design,O
1164,and,O
1164,system,B-SKILL
1164,integration,I-SKILL
1164,for,O
1164,complex,O
1164,enterprise,B-SKILL
1164,solutions,I-SKILL
1164,.,O
1165,Developed,O
1165,scalable,O
1165,backend,B-SKILL
1165,systems,I-SKILL
1165,using,O
1165,Node.js,B-SKILL
1165,and,O
1165,MongoDB,B-TOOL
1165,for,O
1165,efficient,O
1165,data,O
1165,management,O
1165,.,O
1166,Utilized,O
1166,Docker,B-TOOL
1166,containers,O
1166,for,O
1166,deploying,O
1166,microservices,B-SKILL
1166,and,O
1166,managed,O
1166,them,O
1166,using,O
1166,Kubernetes,B-SKILL
1166,orchestration,I-SKILL
1166,.,O
1167,Collaborated,O
1167,with,O
1167,the,O
1167,cybersecurity,B-SKILL
1167,team,I-SKILL
1167,to,O
1167,perform,O
1167,network,B-SKILL
1167,security,I-SKILL
1167,assessments,O
1167,and,O
1167,enhance,O
1167,system,O
1167,protection,O
1167,.,O
1168,Proficient,O
1168,in,O
1168,front-end,B-SKILL
1168,development,I-SKILL
1168,using,O
1168,Angular,B-SKILL
1168,and,O
1168,React.js,B-SKILL
1168,frameworks,I-SKILL
1168,to,O
1168,create,O
1168,engaging,O
1168,user,O
1168,interfaces,O
1168,.,O
1169,Deployed,O
1169,CI/CD,B-SKILL
1169,pipelines,I-SKILL
1169,using,O
1169,Jenkins,B-TOOL
1169,and,O
1169,Git,B-TOOL
1169,for,O
1169,automating,O
1169,the,O
1169,software,B-SKILL
1169,deployment,I-SKILL
1169,process,O
1169,.,O
1170,Utilized,O
1170,Terraform,B-TOOL
1170,for,O
1170,infrastructure,O
1170,as,O
1170,code,O
1170,to,O
1170,provision,O
1170,resources,O
1170,on,O
1170,Microsoft,B-TOOL
1170,Azure,I-TOOL
1170,cloud,O
1170,platform,O
1170,.,O
1171,Implemented,O
1171,Agile,B-SKILL
1171,practices,I-SKILL
1171,to,O
1171,foster,O
1171,collaboration,O
1171,and,O
1171,iterative,O
1171,development,O
1171,in,O
1171,the,O
1171,software,B-SKILL
1171,team,I-SKILL
1171,.,O
1172,Experienced,O
1172,in,O
1172,cloud,B-SKILL
1172,security,I-SKILL
1172,measures,O
1172,and,O
1172,ensuring,O
1172,compliance,O
1172,with,O
1172,industry,O
1172,regulations,O
1172,for,O
1172,data,O
1172,protection,O
1172,.,O
1173,Designed,O
1173,and,O
1173,developed,O
1173,RESTful,B-SKILL
1173,APIs,I-SKILL
1173,using,O
1173,Flask,B-SKILL
1173,framework,I-SKILL
1173,and,O
1173,integrated,O
1173,them,O
1173,with,O
1173,a,O
1173,PostgreSQL,B-TOOL
1173,database,I-TOOL
1173,.,O
1174,Utilized,O
1174,Apache,B-TOOL
1174,Kafka,I-TOOL
1174,for,O
1174,real-time,O
1174,data,O
1174,processing,O
1174,and,O
1174,streamlining,O
1174,data,O
1174,pipelines,O
1174,in,O
1174,a,O
1174,big,O
1174,data,O
1174,analytics,O
1174,project,O
1174,.,O
1175,Collaborated,O
1175,with,O
1175,the,O
1175,mobile,B-SKILL
1175,development,I-SKILL
1175,team,I-SKILL
1175,to,O
1175,optimize,O
1175,app,O
1175,performance,O
1175,and,O
1175,enhance,O
1175,user,O
1175,experience,O
1175,on,O
1175,Android,B-SKILL
1175,platform,I-SKILL
1175,.,O
1176,Implemented,O
1176,blockchain,B-SKILL
1176,technology,I-SKILL
1176,for,O
1176,creating,O
1176,secure,O
1176,and,O
1176,transparent,O
1176,smart,O
1176,contracts,O
1176,in,O
1176,decentralized,O
1176,applications,O
1176,.,O
1177,Developed,O
1177,scalable,O
1177,microservices,B-SKILL
1177,architecture,I-SKILL
1177,using,O
1177,Spring,B-SKILL
1177,Boot,I-SKILL
1177,framework,I-SKILL
1177,and,O
1177,Kubernetes,B-SKILL
1177,for,O
1177,container,O
1177,orchestration,O
1177,.,O
1178,Proficient,O
1178,in,O
1178,SQL,B-SKILL
1178,database,I-SKILL
1178,management,O
1178,and,O
1178,optimizing,O
1178,queries,O
1178,for,O
1178,efficient,O
1178,data,O
1178,retrieval,O
1178,.,O
1179,Employed,O
1179,Git,B-TOOL
1179,for,O
1179,version,O
1179,control,O
1179,and,O
1179,collaborated,O
1179,with,O
1179,team,O
1179,members,O
1179,on,O
1179,Bitbucket,B-TOOL
1179,repositories,O
1179,for,O
1179,code,O
1179,management,O
1179,.,O
1180,Utilized,O
1180,Jira,B-TOOL
1180,for,O
1180,project,O
1180,management,O
1180,and,O
1180,tracking,O
1180,progress,O
1180,on,O
1180,software,B-SKILL
1180,development,I-SKILL
1180,tasks,O
1180,within,O
1180,Agile,B-SKILL
1180,framework,I-SKILL
1180,.,O
1181,Demonstrated,O
1181,expertise,O
1181,in,O
1181,AI,B-SKILL
1181,research,I-SKILL
1181,by,O
1181,developing,O
1181,innovative,O
1181,algorithms,O
1181,for,O
1181,natural,B-SKILL
1181,language,I-SKILL
1181,processing,O
1181,applications,O
1181,.,O
1182,Integrated,O
1182,NGINX,B-TOOL
1182,as,O
1182,a,O
1182,reverse,O
1182,proxy,O
1182,server,O
1182,for,O
1182,load,O
1182,balancing,O
1182,and,O
1182,handling,O
1182,web,O
1182,traffic,O
1182,efficiently,O
1182,in,O
1182,production,O
1182,systems,O
1182,.,O
1183,Collaborated,O
1183,with,O
1183,the,O
1183,front-end,B-SKILL
1183,development,I-SKILL
1183,team,I-SKILL
1183,to,O
1183,create,O
1183,responsive,O
1183,UI,O
1183,designs,O
1183,using,O
1183,Vue.js,B-SKILL
1183,and,O
1183,SCSS,B-TOOL
1183,.,O
1184,Proficient,O
1184,in,O
1184,software,B-SKILL
1184,testing,I-SKILL
1184,methodologies,O
1184,and,O
1184,conducting,O
1184,unit,O
1184,tests,O
1184,to,O
1184,ensure,O
1184,code,O
1184,quality,O
1184,and,O
1184,reliability,O
1184,.,O
1185,Implemented,O
1185,cloud,B-SKILL
1185,migration,I-SKILL
1185,projects,O
1185,to,O
1185,transition,O
1185,on-premises,O
1185,applications,O
1185,to,O
1185,AWS,B-TOOL
1185,cloud,O
1185,platform,O
1185,for,O
1185,enhanced,O
1185,scalability,O
1185,.,O
1186,Experienced,O
1186,in,O
1186,system,B-SKILL
1186,architecture,I-SKILL
1186,design,O
1186,and,O
1186,optimizing,O
1186,infrastructure,O
1186,for,O
1186,high,O
1186,availability,O
1186,and,O
1186,fault,O
1186,tolerance,O
1186,.,O
1187,Developed,O
1187,APIs,O
1187,using,O
1187,Node.js,B-SKILL
1187,and,O
1187,Express,B-SKILL
1187,framework,I-SKILL
1187,for,O
1187,seamless,O
1187,interaction,O
1187,between,O
1187,services,O
1187,in,O
1187,a,O
1187,microservices,B-SKILL
1187,architecture,I-SKILL
1187,.,O
1188,Utilized,O
1188,R,B-TOOL
1188,and,O
1188,Python,B-SKILL
1188,for,O
1188,statistical,O
1188,analysis,O
1188,and,O
1188,machine,B-SKILL
1188,learning,I-SKILL
1188,projects,O
1188,in,O
1188,a,O
1188,data,O
1188,analytics,O
1188,environment,O
1188,.,O
1189,Deployed,O
1189,Firebase,B-TOOL
1189,services,O
1189,for,O
1189,real-time,O
1189,data,O
1189,synchronization,O
1189,and,O
1189,authentication,O
1189,in,O
1189,mobile,B-SKILL
1189,applications,I-SKILL
1189,.,O
1190,Implemented,O
1190,DevOps,B-SKILL
1190,automation,I-SKILL
1190,using,O
1190,Jenkins,B-TOOL
1190,pipelines,O
1190,for,O
1190,continuous,O
1190,integration,O
1190,and,O
1190,deployment,O
1190,of,O
1190,software,O
1190,applications,O
1190,.,O
1191,Collaborated,O
1191,with,O
1191,network,B-SKILL
1191,administration,I-SKILL
1191,team,I-SKILL
1191,to,O
1191,optimize,O
1191,network,O
1191,performance,O
1191,and,O
1191,ensure,O
1191,seamless,O
1191,connectivity,O
1191,for,O
1191,users,O
1191,.,O
1192,Proficient,O
1192,in,O
1192,Java,B-SKILL
1192,programming,I-SKILL
1192,and,O
1192,developing,O
1192,efficient,O
1192,algorithms,O
1192,for,O
1192,system,O
1192,optimization,O
1192,in,O
1192,software,B-SKILL
1192,projects,I-SKILL
1192,.,O
1193,Employed,O
1193,Apache,B-TOOL
1193,Hadoop,I-TOOL
1193,for,O
1193,distributed,O
1193,data,O
1193,processing,O
1193,and,O
1193,analysis,O
1193,in,O
1193,big,O
1193,data,O
1193,analytics,O
1193,projects,O
1193,.,O
1194,Utilized,O
1194,Kubernetes,B-SKILL
1194,for,O
1194,container,O
1194,management,O
1194,and,O
1194,orchestration,O
1194,in,O
1194,microservices,B-SKILL
1194,architecture,I-SKILL
1194,to,O
1194,ensure,O
1194,scalability,O
1194,and,O
1194,reliability,O
1194,.,O
1195,Implemented,O
1195,Git,B-TOOL
1195,version,O
1195,control,O
1195,for,O
1195,managing,O
1195,code,O
1195,repositories,O
1195,and,O
1195,facilitating,O
1195,collaborative,O
1195,software,B-SKILL
1195,development,I-SKILL
1195,processes,O
1195,.,O
1196,Experienced,O
1196,in,O
1196,software,B-SKILL
1196,deployment,I-SKILL
1196,using,O
1196,CI/CD,B-SKILL
1196,pipelines,I-SKILL
1196,and,O
1196,GitLab,B-TOOL
1196,for,O
1196,continuous,O
1196,integration,O
1196,and,O
1196,delivery,O
1196,.,O
1197,Designed,O
1197,and,O
1197,optimized,O
1197,algorithms,O
1197,for,O
1197,deep,B-SKILL
1197,learning,I-SKILL
1197,projects,O
1197,to,O
1197,enhance,O
1197,model,O
1197,accuracy,O
1197,and,O
1197,performance,O
1197,.,O
1198,Utilized,O
1198,Django,B-SKILL
1198,framework,I-SKILL
1198,for,O
1198,rapid,O
1198,prototyping,O
1198,and,O
1198,developing,O
1198,web,O
1198,applications,O
1198,with,O
1198,intricate,O
1198,backend,O
1198,functionality,O
1198,.,O
1199,Collaborated,O
1199,with,O
1199,the,O
1199,data,B-SKILL
1199,engineering,I-SKILL
1199,team,I-SKILL
1199,to,O
1199,develop,O
1199,ETL,B-SKILL
1199,pipelines,I-SKILL
1199,using,O
1199,Apache,B-TOOL
1199,Spark,I-TOOL
1199,and,O
1199,Hadoop,B-TOOL
1199,.,O
1200,Proficient,O
1200,in,O
1200,using,O
1200,Swagger,B-TOOL
1200,for,O
1200,API,O
1200,documentation,O
1200,and,O
1200,ensuring,O
1200,consistency,O
1200,in,O
1200,API,O
1200,design,O
1200,and,O
1200,communication,O
1200,standards,O
1200,.,O
1201,Experienced,O
1201,in,O
1201,cloud,B-SKILL
1201,security,I-SKILL
1201,and,O
1201,CI/CD,B-SKILL
1201,pipelines,I-SKILL
1201,.,O
1202,Proficient,O
1202,in,O
1202,Java,B-SKILL
1202,Development,I-SKILL
1202,and,O
1202,system,B-SKILL
1202,architecture,I-SKILL
1202,design,O
1202,.,O
1203,5,O
1203,years,O
1203,of,O
1203,experience,O
1203,in,O
1203,data,B-SKILL
1203,analytics,I-SKILL
1203,using,O
1203,SQL,B-SKILL
1203,and,O
1203,Python,B-SKILL
1203,.,O
1204,Skilled,O
1204,in,O
1204,Kubernetes,B-SKILL
1204,management,I-SKILL
1204,and,O
1204,Docker,B-SKILL
1204,deployment,O
1204,.,O
1205,Expertise,O
1205,in,O
1205,front-end,B-SKILL
1205,development,I-SKILL
1205,with,O
1205,React.js,B-SKILL
1205,and,O
1205,Angular,B-SKILL
1205,.,O
1206,Demonstrated,O
1206,proficiency,O
1206,in,O
1206,network,B-SKILL
1206,security,I-SKILL
1206,and,O
1206,penetration,B-SKILL
1206,testing,I-SKILL
1206,techniques,O
1206,.,O
1207,Hands-on,O
1207,experience,O
1207,with,O
1207,Git,B-SKILL
1207,version,I-SKILL
1207,control,I-SKILL
1207,and,O
1207,Agile,B-SKILL
1207,software,I-SKILL
1207,development,I-SKILL
1207,.,O
1208,Knowledge,O
1208,of,O
1208,machine,B-SKILL
1208,learning,I-SKILL
1208,algorithms,I-SKILL
1208,and,O
1208,deep,B-SKILL
1208,learning,I-SKILL
1208,frameworks,O
1208,.,O
1209,Familiar,O
1209,with,O
1209,AWS,B-SKILL
1209,services,I-SKILL
1209,and,O
1209,Microsoft,B-SKILL
1209,Azure,I-SKILL
1209,cloud,I-SKILL
1209,platform,I-SKILL
1209,.,O
1210,Proficient,O
1210,in,O
1210,SQL,B-SKILL
1210,database,I-SKILL
1210,management,I-SKILL
1210,and,O
1210,NoSQL,B-SKILL
1210,databases,I-SKILL
1210,.,O
1211,Experience,O
1211,in,O
1211,mobile,B-SKILL
1211,app,I-SKILL
1211,development,I-SKILL
1211,for,O
1211,iOS,B-SKILL
1211,and,O
1211,Android,B-SKILL
1211,.,O
1212,Skilled,O
1212,in,O
1212,software,B-SKILL
1212,architecture,I-SKILL
1212,design,I-SKILL
1212,and,O
1212,system,B-SKILL
1212,design,I-SKILL
1212,principles,O
1212,.,O
1213,Specialization,O
1213,in,O
1213,web,B-SKILL
1213,development,I-SKILL
1213,using,O
1213,Django,B-SKILL
1213,and,O
1213,Flask,B-SKILL
1213,frameworks,O
1213,.,O
1214,Proficient,O
1214,in,O
1214,DevOps,B-SKILL
1214,practices,I-SKILL
1214,and,O
1214,CI/CD,B-SKILL
1214,pipelines,I-SKILL
1214,setup,O
1214,.,O
1215,Strong,O
1215,background,O
1215,in,O
1215,data,B-SKILL
1215,visualization,I-SKILL
1215,tools,O
1215,like,O
1215,Tableau,B-SKILL
1215,and,O
1215,Power,B-SKILL
1215,BI,I-SKILL
1215,.,O
1216,Experienced,O
1216,in,O
1216,full,B-SKILL
1216,stack,I-SKILL
1216,development,I-SKILL
1216,with,O
1216,React.js,B-SKILL
1216,and,O
1216,Node.js,B-SKILL
1216,.,O
1217,Expert,O
1217,in,O
1217,cloud,B-SKILL
1217,computing,I-SKILL
1217,and,O
1217,AWS,B-SKILL
1217,services,I-SKILL
1217,configuration,I-SKILL
1217,.,O
1218,Hands-on,O
1218,experience,O
1218,with,O
1218,Docker,B-SKILL
1218,and,O
1218,Kubernetes,B-SKILL
1218,for,O
1218,container,B-SKILL
1218,orchestration,I-SKILL
1218,.,O
1219,Skilled,O
1219,in,O
1219,software,B-SKILL
1219,testing,I-SKILL
1219,and,O
1219,unit,B-SKILL
1219,testing,I-SKILL
1219,methodologies,O
1219,.,O
1220,Proficient,O
1220,in,O
1220,React.js,B-SKILL
1220,development,I-SKILL
1220,and,O
1220,GraphQL,B-SKILL
1220,APIs,I-SKILL
1220,implementation,O
1220,.,O
1221,Knowledgeable,O
1221,in,O
1221,cybersecurity,B-SKILL
1221,best,I-SKILL
1221,practices,O
1221,and,O
1221,network,B-SKILL
1221,security,I-SKILL
1221,protocols,O
1221,.,O
1222,Experience,O
1222,with,O
1222,Apache,B-SKILL
1222,Spark,I-SKILL
1222,for,O
1222,big,B-SKILL
1222,data,I-SKILL
1222,analytics,I-SKILL
1222,and,O
1222,Hadoop,B-SKILL
1222,ecosystem,I-SKILL
1222,.,O
1223,Expert,O
1223,in,O
1223,Python,B-SKILL
1223,programming,I-SKILL
1223,and,O
1223,data,B-SKILL
1223,engineering,I-SKILL
1223,techniques,O
1223,.,O
1224,Proficiency,O
1224,in,O
1224,cloud,B-SKILL
1224,migration,I-SKILL
1224,projects,O
1224,and,O
1224,AWS,B-SKILL
1224,CloudFormation,I-SKILL
1224,setup,O
1224,.,O
1225,Demonstrated,O
1225,expertise,O
1225,in,O
1225,AI,B-SKILL
1225,research,I-SKILL
1225,and,O
1225,machine,B-SKILL
1225,learning,I-SKILL
1225,projects,O
1225,.,O
1226,Specialized,O
1226,in,O
